departamento,codigo_departamento,municipio,codigo_municipio,poblacion,fecha,numero_casos,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
SAN MARCOS,12,SIBINAL,1208,16786,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,SAN SEBASTIAN HUEHUETENANGO,1320,41035,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
PETEN,17,SAN ANDRES,1704,34823,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SOLOLA,7,SANTA LUCIA UTATLAN,704,21695,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SAN MARCOS,12,IXCHIGUAN,1223,24580,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,SAN GASPAR IXCHIL,1329,10341,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JUTIAPA,22,SAN JOSE ACATEMPA,2216,13786,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,OLOPA,2006,29283,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIMALTENANGO,4,SANTA APOLONIA,405,23166,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,JOYABAJ,1412,104861,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIMALTENANGO,4,SANTA CRUZ BALANYA,410,10646,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SOLOLA,7,SANTA MARIA VISITACION,703,2563,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,SAN SEBASTIAN COATAN,1325,25332,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,SAN ANTONIO HUISTA,1324,18291,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,MALACATANCITO,1303,21855,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
TOTONICAPAN,8,SAN BARTOLO,808,12374,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,SAN JACINTO,2010,13124,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SANTA ROSA,6,CASILLAS,604,25859,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SOLOLA,7,SAN MARCOS LA LAGUNA,716,2911,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JALAPA,21,MONJAS,2106,28097,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,CONCEPCION LAS MINAS,2008,12509,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,LA LIBERTAD,1311,46629,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,SAN JOSE LA ARADA,2002,9088,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JUTIAPA,22,CONGUACO,2213,29121,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,SAN JUAN LA ERMITA,2003,18085,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
EL PROGRESO,2,SAN CRISTOBAL ACASAGUASTLAN,204,7851,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
GUATEMALA,1,SAN JOSE DEL GOLFO,104,8317,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
PETEN,17,SAN FRANCISCO,1706,16339,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SUCHITEPEQUEZ,10,SAN MIGUEL PANAN,1011,12261,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JALAPA,21,SAN MANUEL CHAPARRON,2104,8139,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SUCHITEPEQUEZ,10,SAN JOSE LA MAQUINA,1021,25716,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,ZACUALPA,1404,39269,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIMALTENANGO,4,SAN JOSE POAQUIL,402,32963,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SANTA ROSA,6,SAN RAFAEL LAS FLORES,605,13620,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
CHIQUIMULA,20,CAMOTAN,2005,60848,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
HUEHUETENANGO,13,PETATAN,1333,6861,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JUTIAPA,22,PASACO,2215,11057,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SAN MARCOS,12,SIPACAPA,1226,26714,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,CHAJUL,1405,50814,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SUCHITEPEQUEZ,10,SAN JUAN BAUTISTA,1016,9238,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
0,9999,0,0,0,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,PACHALUN,1421,9652,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JALAPA,21,SAN CARLOS ALZATATE,2105,21416,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JUTIAPA,22,EL ADELANTO,2209,8272,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SOLOLA,7,SANTA CRUZ LA LAGUNA,714,7817,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,PATZITE,1407,7462,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
JUTIAPA,22,ZAPOTITLAN,2210,10340,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUICHE,14,SAN BARTOLOME JOCOTENANGO,1417,15586,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
QUETZALTENANGO,9,SAN MIGUEL SIGÜILA,908,9607,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SOLOLA,7,SAN PABLO LA LAGUNA,715,7950,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
ALTA VERAPAZ,16,TAMAHU,1605,23858,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
SANTA ROSA,6,SAN JUAN TECUACO,607,12599,2021-01-08,0,2021-01-08,GT,Guatemala,AMRO,872,141074,29,4928
GUATEMALA,1,SAN PEDRO SACATEPEQUEZ,109,54623,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,GUATEMALA,101,1205668,2021-01-09,6,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,PALIN,511,70118,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,SAN AGUSTIN ACASAGUASTLAN,203,54588,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,PATZUN,407,69560,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,EL JICARO,205,13508,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,FRAIJANES,113,61664,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,ESCUINTLA,501,166078,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SAN BARTOLOME MILPAS ALTAS,307,8519,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
TOTONICAPAN,8,TOTONICAPAN,801,117483,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SAN ANTONIO SUCHITEPEQUEZ,1010,64441,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ZACAPA,19,ZACAPA,1901,65730,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,VILLA NUEVA,115,464528,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,MIXCO,108,494561,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,SAN PEDRO NECTA,1306,40493,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,SAN PEDRO CARCHA,1609,248880,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,VILLA CANALES,116,165026,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
IZABAL,18,PUERTO BARRIOS,1801,109753,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIQUIMULA,20,CHIQUIMULA,2001,117014,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
PETEN,17,FLORES,1701,43067,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,MALACATAN,1215,108134,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SOLOLA,7,SANTA CATARINA IXTAHUACAN,706,60200,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,TECPAN GUATEMALA,406,108893,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,AMATITLAN,114,147604,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SUMPANGO,304,45249,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,ALMOLONGA,913,16679,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
BAJA VERAPAZ,15,CUBULCO,1504,59496,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,CHINAUTLA,106,121721,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SANTA LUCIA MILPAS ALTAS,309,17116,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SANTIAGO SACATEPEQUEZ,306,36409,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SANTO DOMINGO XENACOJ,305,14121,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,CHICACAO,1013,67994,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,PUEBLO NUEVO SUCHITEPEQUEZ,1019,11980,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
RETALHULEU,11,RETALHULEU,1101,108405,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,MASAGUA,505,47441,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,PALENCIA,105,73811,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SANTA MARIA DE JESUS,311,26472,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SOLOLA,7,SANTIAGO ATITLAN,719,44025,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SAN GABRIEL,1012,7945,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUICHE,14,CHINIQUE,1403,13294,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,NUEVA SANTA ROSA,614,38981,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,SANTA CRUZ NARANJO,612,17569,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,EL PALMAR,919,30973,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,NUEVO PROGRESO,1212,31500,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUICHE,14,CHICHICASTENANGO,1406,148943,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,CHIQUIMULILLA,608,63897,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
RETALHULEU,11,SAN FELIPE,1105,26191,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,SAN MARCOS,1201,48644,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
BAJA VERAPAZ,15,RABINAL,1503,45937,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,SAN PEDRO AYAMPUC,107,65594,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,CUILCO,1304,65178,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,LA DEMOCRACIA,503,25479,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,NUEVA CONCEPCION,513,80234,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,SIPACATE,514,17465,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,SANTA MARIA IXHUATAN,610,26560,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,CAHABON,1612,69107,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SOLOLA,7,SOLOLA,701,98886,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,CONCEPCION CHIQUIRICHAPA,911,20245,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,SAN JUAN ATITAN,1316,25165,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JUTIAPA,22,JUTIAPA,2201,163665,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,CHUARRANCHO,112,17957,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
GUATEMALA,1,SAN JOSE PINULA,103,87912,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,MAGDALENA MILPAS ALTAS,310,12674,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,OCOS,1218,12573,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JUTIAPA,22,YUPILTEPEQUE,2206,17833,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,COATEPEQUE,920,117579,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
PETEN,17,DOLORES,1708,29659,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,SANSARE,206,13535,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,FLORES COSTA CUCA,922,23851,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,SAN PEDRO SOLOMA,1308,61547,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,SAN ANTONIO LA PAZ,208,22012,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SAN PABLO JOCOPILAS,1009,22048,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
BAJA VERAPAZ,15,SALAMA,1501,70066,2021-01-09,1,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,CATARINA,1216,32104,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,LA ESPERANZA,923,24199,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,AYUTLA,1217,45434,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,PAJAPITA,1222,23021,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,SAN LORENZO,1229,13803,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,SAN ANDRES ITZAPA,413,34591,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,CUILAPA,601,46489,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,SAN RAFAEL PIE DE LA CUESTA,1211,18128,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JUTIAPA,22,MOYUTA,2214,50348,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JUTIAPA,22,SANTA CATARINA MITA,2203,30812,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,PUEBLO NUEVO VIÑAS,613,29285,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
RETALHULEU,11,EL ASINTAL,1109,42601,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
IZABAL,18,LIVINGSTON,1802,79360,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,SANARATE,207,41997,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,BARBERENA,602,60376,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,SAN PABLO,1219,51253,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
EL PROGRESO,2,GUASTATOYA,201,27001,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SAN MIGUEL DUEÑAS,313,15231,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,TAJUMULCO,1209,62329,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,CHIANTLA,1302,91954,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,SAN JUAN OSTUNCALCO,909,60791,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
RETALHULEU,11,SAN ANDRES VILLA SECA,1106,55133,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
PETEN,17,SAN BENITO,1703,52439,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,PASTORES,303,19389,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,LA BLANCA,1230,33764,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,SAN ANTONIO AGUAS CALIENTES,315,12438,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ZACAPA,19,RIO HONDO,1903,23030,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JALAPA,21,MATAQUESCUINTLA,2107,45870,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
TOTONICAPAN,8,SAN FRANCISCO EL ALTO,803,64224,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,JOCOTENANGO,302,23160,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,ACATENANGO,411,28043,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,PARRAMOS,414,19693,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,COMITANCILLO,1204,79867,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUICHE,14,CHICAMAN,1419,42342,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,COBAN,1601,224109,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,ALOTENANGO,314,27787,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SOLOLA,7,SAN JUAN LA LAGUNA,717,13123,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SAN MARCOS,12,TEJUTLA,1210,43512,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
PETEN,17,LAS CRUCES,1713,37915,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,SAN VICENTE PACAYA,512,17923,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,ZUNIL,916,15414,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SAN FRANCISCO ZAPOTITLAN,1003,24289,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SANTO DOMINGO SUCHITEPEQUEZ,1006,48188,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,SAN JUAN CHAMELCO,1610,60355,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
CHIMALTENANGO,4,ZARAGOZA,415,28473,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,LA GOMERA,507,51024,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SANTO TOMAS LA UNION,1017,12569,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ESCUINTLA,5,SIQUINALA,504,25677,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,OLINTEPEQUE,903,38219,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,RIO BRAVO,1020,30776,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,SANTA CRUZ VERAPAZ,1602,34981,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,TACTIC,1604,41224,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
IZABAL,18,MORALES,1804,106156,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,CANTEL,914,45229,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SAMAYAC,1008,26350,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,SANTA BARBARA,1015,27567,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SANTA ROSA,6,SANTA ROSA DE LIMA,603,21088,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,SAN CARLOS SIJA,904,34866,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SUCHITEPEQUEZ,10,PATULUL,1014,41984,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
JALAPA,21,JALAPA,2101,188522,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
RETALHULEU,11,CHAMPERICO,1107,38006,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
HUEHUETENANGO,13,TECTITAN,1321,11635,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUICHE,14,IXCAN,1420,107265,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
TOTONICAPAN,8,SAN CRISTOBAL TOTONICAPAN,802,42354,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
QUETZALTENANGO,9,COLOMBA,917,55290,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
ALTA VERAPAZ,16,CHISEC,1613,104428,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
SACATEPEQUEZ,3,CIUDAD VIEJA,312,40083,2021-01-09,0,2021-01-09,GT,Guatemala,AMRO,990,142064,44,4972
